funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
Center of Excellence for Stress and Mental Health	Funder: Center of Excellence for Stress and Mental Health | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11385320/						
National Institute on Aging (NIA)	Funder: National Institute of Aging | Award ID: n/a | Recipient: n/a			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11385320/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	U01AG046139	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	P50AG016574	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	R01AG032990	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	R01AG018023	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	U01AG006576	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	U01AG006786	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	R01AG025711	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	R01AG017216	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	R01AG003949	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	P30AG072979	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	P01AG066597	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	U19AG062418	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	U01AG061357	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	RF1AG062181	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511	Mayo Clinic	P30AG066511	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
CurePSP Foundation	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511 CurePSP Foundation, and support from Mayo Foundation.	Mayo Clinic		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Mayo Foundation	Data collection was supported through funding by NIA grants P50 AG016574, R01 AG032990, U01 AG046139, R01 AG018023, U01 AG006576, U01 AG006786, R01 AG025711, R01 AG017216, R01 AG003949, P30AG072979, P01AG066597, U19AG062418, U01AG061357, RF1AG062181, P30AG066511 CurePSP Foundation, and support from Mayo Foundation.	Mayo Clinic		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute of Neurological Disorders and Stroke (NINDS)	The Brain and Body Donation Program has been supported by the National Institute of Neurological Disorders and Stroke (U24 NS072026 National Brain and Tissue Resource for Parkinson's Disease and Related Disorders)	Sun Health Research Institute	U24NS072026	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	the National Institute on Aging (P30 AG019610 and P30AG072980, Arizona Alzheimer's Disease Center)	Arizona Alzheimer's Disease Center	P30AG019610	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	the National Institute on Aging (P30 AG019610 and P30AG072980, Arizona Alzheimer's Disease Center)	Arizona Alzheimer's Disease Center	P30AG072980	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Arizona Department of Health Services	the Arizona Department of Health Services (contract 211002, Arizona Alzheimer's Research Center)	Arizona Alzheimer's Research Center	211002	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Arizona Biomedical Research Commission	the Arizona Biomedical Research Commission (contracts 4001, 0011, 05-901 and 1001 to the Arizona Parkinson's Disease Consortium)	Arizona Parkinson's Disease Consortium	4001	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Arizona Biomedical Research Commission	the Arizona Biomedical Research Commission (contracts 4001, 0011, 05-901 and 1001 to the Arizona Parkinson's Disease Consortium)	Arizona Parkinson's Disease Consortium	0011	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Arizona Biomedical Research Commission	the Arizona Biomedical Research Commission (contracts 4001, 0011, 05-901 and 1001 to the Arizona Parkinson's Disease Consortium)	Arizona Parkinson's Disease Consortium	05-901	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Arizona Biomedical Research Commission	the Arizona Biomedical Research Commission (contracts 4001, 0011, 05-901 and 1001 to the Arizona Parkinson's Disease Consortium)	Arizona Parkinson's Disease Consortium	1001	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Michael J. Fox Foundation for Parkinson's Research	and the Michael J. Fox Foundation for Parkinson's Research.			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute of Neurological Disorders and Stroke (NINDS)	Additional support for these studies was provided by the NINDS grant R01-NS080820 (NET)	NET	R01NS080820	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	NIA grant R01-AG061796 (NET), NIA grant U19-AG074879 (NET)	NET	R01AG061796	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	NIA grant R01-AG061796 (NET), NIA grant U19-AG074879 (NET)	NET	U19AG074879	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
Alzheimer's Association	and Alzheimer's Association Zenith Fellows Award (NET).	NET		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11042309/						
National Institute on Aging (NIA)	We also acknowledge the NACC database, which is funded by NIA/NIH Grant U24 AG072122.	NACC database	U24AG072122	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA-funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD)	James Brewer, MD, PhD	P30AG062429	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066468 (PI Oscar Lopez, MD)	Oscar Lopez, MD	P30AG066468	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG062421 (PI Bradley Hyman, MD, PhD)	Bradley Hyman, MD, PhD	P30AG062421	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066509 (PI Thomas Grabowski, MD)	Thomas Grabowski, MD	P30AG066509	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066514 (PI Mary Sano, PhD)	Mary Sano, PhD	P30AG066514	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066530 (PI Helena Chui, MD)	Helena Chui, MD	P30AG066530	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066507 (PI Marilyn Albert, PhD)	Marilyn Albert, PhD	P30AG066507	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066444 (PI David Holtzman, MD)	David Holtzman, MD	P30AG066444	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066518 (PI Lisa Silbert, MD, MCR)	Lisa Silbert, MD, MCR	P30AG066518	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066512 (PI Thomas Wisniewski, MD)	Thomas Wisniewski, MD	P30AG066512	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066462 (PI Scott Small, MD)	Scott Small, MD	P30AG066462	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072979 (PI David Wolk, MD)	David Wolk, MD	P30AG072979	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072972 (PI Charles DeCarli, MD)	Charles DeCarli, MD	P30AG072972	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072976 (PI Andrew Saykin, PsyD)	Andrew Saykin, PsyD	P30AG072976	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072975 (PI Julie A. Schneider, MD, MS)	Julie A. Schneider, MD, MS	P30AG072975	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072978 (PI Ann McKee, MD)	Ann McKee, MD	P30AG072978	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072977 (PI Robert Vassar, PhD)	Robert Vassar, PhD	P30AG072977	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066519 (PI Frank LaFerla, PhD)	Frank LaFerla, PhD	P30AG066519	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG062677 (PI Ronald Petersen, MD, PhD)	Ronald Petersen, MD, PhD	P30AG062677	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG079280 (PI Jessica Langbaum, PhD)	Jessica Langbaum, PhD	P30AG079280	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG062422 (PI Gil Rabinovici, MD)	Gil Rabinovici, MD	P30AG062422	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG066511 (PI Allan Levey, MD, PhD)	Allan Levey, MD, PhD	P30AG066511	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072946 (PI Linda Van Eldik, PhD)	Linda Van Eldik, PhD	P30AG072946	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG062715 (PI Sanjay Asthana, MD, FRCP)	Sanjay Asthana, MD, FRCP	P30AG062715	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	P30 AG072973 (PI Russell Swerdlow		P30AG072973	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613731/						
National Institute on Aging (NIA)	The NACC database is funded by NIA/NIH Grant U24 AG072122.	NACC	U24AG072122	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI John Morris, MD), P30 AG066518 (PI Jeffrey Kaye, MD), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI David Bennett, MD), P30 AG072978 (PI Neil Kowall, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Eric Reiman, MD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Todd Golde, MD, PhD), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P20 AG068024 (PI Erik Roberson, MD, PhD), P20 AG068053 (PI Justin Miller, PhD), P20 AG068077 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).	NIA-funded ADRCs	P30AG062429	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI John Morris, MD), P30 AG066518 (PI Jeffrey Kaye, MD), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI David Bennett, MD), P30 AG072978 (PI Neil Kowall, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Eric Reiman, MD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Todd Golde, MD, PhD), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P20 AG068024 (PI Erik Roberson, MD, PhD), P20 AG068053 (PI Justin Miller, PhD), P20 AG068077 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).	NIA-funded ADRCs	P30AG066468	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI John Morris, MD), P30 AG066518 (PI Jeffrey Kaye, MD), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI David Bennett, MD), P30 AG072978 (PI Neil Kowall, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Eric Reiman, MD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Todd Golde, MD, PhD), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P20 AG068024 (PI Erik Roberson, MD, PhD), P20 AG068053 (PI Justin Miller, PhD), P20 AG068077 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).	NIA-funded ADRCs	P30AG062421	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI John Morris, MD), P30 AG066518 (PI Jeffrey Kaye, MD), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI David Bennett, MD), P30 AG072978 (PI Neil Kowall, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Eric Reiman, MD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Todd Golde, MD, PhD), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P20 AG068024 (PI Erik Roberson, MD, PhD), P20 AG068053 (PI Justin Miller, PhD), P20 AG068077 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).	NIA-funded ADRCs	P30AG066509	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
National Institute on Aging (NIA)	NACC data are contributed by the NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI John Morris, MD), P30 AG066518 (PI Jeffrey Kaye, MD), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI David Bennett, MD), P30 AG072978 (PI Neil Kowall, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Eric Reiman, MD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Todd Golde, MD, PhD), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P20 AG068024 (PI Erik Roberson, MD, PhD), P20 AG068053 (PI Justin Miller, PhD), P20 AG068077 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).	NIA-funded ADRCs	P30AG066514	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12322323/						
