funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
Japan Agency for Medical Research and Development	Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED) JP25dk0207066		JP25dk0207066	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Ministry of Health and Welfare and Ministry of Science and ICT, Republic of Korea	the Korea Dementia Research Project through the Korea Dementia Research Center (KDRC), funded by the Ministry of Health and Welfare and Ministry of Science and ICT, Republic of Korea (RS-2024-00344521)	Korea Dementia Research Center (KDRC)	RS-2024-00344521	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Spanish Institute of Health Carlos III	and Spanish Institute of Health Carlos III (ISCIII) PI19/00198		PI19/00198	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Instituto de Salud Carlos III (ISCIII)	This study was partially funded by Instituto de Salud Carlos III grant no. PI20/0448 to Dr. Raquel Sanchez-Valle	Dr. Raquel Sanchez-Valle	PI20/0448	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
European Union	project PI19/00198 to Dr. Mircea Balasa co-funded by the European Union	Dr. Mircea Balasa		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Agency for Management of University and Research Grants	project PI19/00198 to Dr. Mircea Balasa co-funded by the European Union, Agency for Management of University and Research Grants (AGAUR)	Dr. Mircea Balasa		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Generalitat de Catalunya	Agency for Management of University and Research Grants (AGAUR), Generalitat de Catalunya (SGR 2021-01126 and Centres de Recerca de Catalunya (CERCA) programme)		SGR 2021-01126	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Centres de Recerca de Catalunya	Generalitat de Catalunya (SGR 2021-01126 and Centres de Recerca de Catalunya (CERCA) programme)			https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Ministerio de Ciencia, Innovación y Universidade	and by the Ministerio de Ciencia, Innovación y Universidade (PID2022-138721NB-I00)		PID2022-138721NB-I00	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Fundación Banco Bilbao Vizcaya Argentaria	Dr. Sergi Borrego-Écija is a recipient of the grant from Fundación Banco Bilbao Vizcaya Argentaria (FBBVA).	Dr. Sergi Borrego-Écija		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Instituto de Salud Carlos III (ISCIII)	Dr. Neus Falgàs is a recipient of the Joan Rodes fellowship from the Instituto de Salud Carlos III.	Dr. Neus Falgàs		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12781868/						
Alzheimer's Association	This work was supported by grants from the Alzheimer's Association (AARG-22-919611), the University of Washington Royalty Research Foundation (A153324), and National Institutes of Health National Institute of Aging (NIA) R21AG082032 to P.N.V.	P.N.V.	AARG-22-919611	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
University of Washington Royalty Research Foundation	This work was supported by grants from the Alzheimer's Association (AARG-22-919611), the University of Washington Royalty Research Foundation (A153324), and National Institutes of Health National Institute of Aging (NIA) R21AG082032 to P.N.V.	P.N.V.	A153324	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Institute on Aging (NIA)	This work was supported by grants from the Alzheimer's Association (AARG-22-919611), the University of Washington Royalty Research Foundation (A153324), and National Institutes of Health National Institute of Aging (NIA) R21AG082032 to P.N.V.	P.N.V.	R21AG082032	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Science Foundation	S.N.S is supported by a National Science Foundation Graduate Fellowship.	S.N.S		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Institute on Aging (NIA)	In addition, the work is supported by the UW ADRC Neuropathology Core, which is funded by the NIA (P30 AG066509).	UW ADRC Neuropathology Core	P30AG066509	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Institute on Aging (NIA)	This work was also supported by the ACT study (U19 AG066567) and the Nancy and Buster Alvord Endowment to C.D.K.	C.D.K.	U19AG066567	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
Nancy and Buster Alvord Endowment	This work was also supported by the ACT study (U19 AG066567) and the Nancy and Buster Alvord Endowment to C.D.K.	C.D.K.		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Institutes of Health (NIH)	M.B.H mice husbandry and samples were funded by National Institutes of Health R01AF067788.	M.B.H	R01AF067788	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11309398/						
National Institute on Aging (NIA)	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)	U19AG032438	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Alzheimer's Association	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)	SG-20–690363-DIAN	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
German Center for Neurodegenerative Diseases	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Raul Carrea Institute for Neurological Research	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Japan Agency for Medical Research and Development	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)	JP23dk0207066	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Japan Agency for Medical Research and Development	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)	JP22dk0207049	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Korea Health Industry Development Institute	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	Korea Dementia Research Center (KDRC)	HI21C0066	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
Spanish Institute of Health Carlos III	Data collection and sharing for this project was supported by The Dominantly Inherited Alzheimer Network (DIAN, U19AG032438) funded by the National Institute on Aging (NIA), the Alzheimer's Association (SG-20–690363-DIAN), the German Center for Neurodegenerative Diseases (DZNE), Raul Carrea Institute for Neurological Research (FLENI), Partial support by the Research and Development Grants for Dementia from Japan Agency for Medical Research and Development (AMED JP23dk0207066, JP22dk0207049), the Korea Health Technology R&D Project through the Korea Health Industry Development Institute (KHIDI), Korea Dementia Research Center (KDRC), funded by the Ministry of Health & Welfare and Ministry of Science and ICT, Republic of Korea (HI21C0066), and Spanish Institute of Health Carlos III (ISCIII).	The Dominantly Inherited Alzheimer Network (DIAN)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11822357/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		R56AG057195	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		U01AG6057195	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		U24AG021886	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		U01AG016976	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		P30AG010133	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		P50AG008702	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
National Institute on Aging (NIA)	This study is generously supported by R56 AG057195, U01AG6057195, U24AG021886, Alzheimer's Association LEADS GENETICS‐19‐639372, U01 AG016976, P30 AG010133, P50 AG008702, P50 AG025688, P50 AG005146, P30 AG062421, P30 AG062422, P50 AG023501, P30 AG010124, P30 AG013854, and P50 AG005681.		P50AG025688	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8939858/						
